Date,Confirmed (daily growth) (CUSTOM),Deaths (daily growth) (CUSTOM),Confirmed (window average) (CUSTOM),Deaths (window average) (CUSTOM)
3/11/2021 0:00,2083,21,1339.875,24.875
3/10/2021 0:00,1815,51,1560.125,30.125
3/9/2021 0:00,1246,21,1713.875,31.75
3/8/2021 0:00,2797,34,1798.125,32.5
3/7/2021 0:00,0,2,1796.375,38.5
3/6/2021 0:00,1762,45,1791.5,36.375
3/5/2021 0:00,2043,41,2054.875,39.375
3/4/2021 0:00,2639,45,1705.25,35.25
3/3/2021 0:00,2069,69,1995.75,38
3/2/2021 0:00,1776,34,2126.625,39.125
3/1/2021 0:00,3353,45,2300.5,41.75
2/28/2021 0:00,0,1,2384.125,47.75
2/27/2021 0:00,2324,24,2321.5,43
2/26/2021 0:00,2809,54,2435.625,41.125
2/25/2021 0:00,3434,62,2276.5,38.875
2/24/2021 0:00,3308,93,2675.125,47.125
2/23/2021 0:00,1568,31,2785,51.5
2/22/2021 0:00,2689,19,2932.75,56.25
2/21/2021 0:00,2080,27,2871.875,61.125
2/20/2021 0:00,3189,67,2745,57.75
2/19/2021 0:00,3203,59,2942.75,56.5
2/18/2021 0:00,3991,92,2955.5,59.375
2/17/2021 0:00,2947,101,3137.875,65.25
2/16/2021 0:00,2293,66,3246.375,65.875
2/15/2021 0:00,3150,21,3421.125,72.25
2/14/2021 0:00,2791,42,3374.625,78
2/13/2021 0:00,3539,74,3513.25,72.625
2/12/2021 0:00,4057,72,3588.25,66
2/11/2021 0:00,4601,110,3740.5,70.25
2/10/2021 0:00,3619,138,3904.375,75.25
2/9/2021 0:00,4056,58,4079.625,80.125
2/8/2021 0:00,2893,13,4385.5,88.875
2/7/2021 0:00,4368,55,5147,93.625
2/6/2021 0:00,4102,82,5072.125,86.375
2/5/2021 0:00,4941,113,5215.125,81.125
2/4/2021 0:00,6504,142,6129.75,100.25
2/3/2021 0:00,10693,148,5662,93.625
2/2/2021 0:00,3020,80,6026.625,97.625
2/1/2021 0:00,5200,16,6254,101
1/31/2021 0:00,10210,166,6053.25,98.25
1/30/2021 0:00,626,2,5278,87.5
1/29/2021 0:00,7019,114,5550.375,82.25
1/28/2021 0:00,6760,140,5607.25,94.75
1/27/2021 0:00,4898,120,5125,88
1/26/2021 0:00,4491,62,6207.75,102
1/25/2021 0:00,5199,38,6067.875,104
1/24/2021 0:00,5655,116,6196.5,95.375
1/23/2021 0:00,6352,112,6767.125,88.5
1/22/2021 0:00,9288,114,6172.875,81.5
1/21/2021 0:00,5900,130,6348.75,84.875
1/20/2021 0:00,7789,71,6699.125,78.375
1/19/2021 0:00,9463,65,7016.625,77.875
1/18/2021 0:00,-263,6,6957.125,75.125
1/17/2021 0:00,6606,65,6884.875,72.5
1/16/2021 0:00,8458,64,6578.25,70.125
1/15/2021 0:00,8892,108,6375.625,65.25
1/14/2021 0:00,8812,92,7507,82.125
1/13/2021 0:00,5322,109,7872.25,84.625
1/12/2021 0:00,5336,52,8049.875,91.75
1/11/2021 0:00,7842,26,8265.125,92.375
1/10/2021 0:00,8788,141,7961.75,89.5
1/9/2021 0:00,9528,85,8082.875,85.875
1/8/2021 0:00,9879,121,8260.625,84
1/7/2021 0:00,10614,113,7945.125,84.5
1/6/2021 0:00,6385,69,8842.375,81.125
1/5/2021 0:00,6291,80,8014.625,71.5
1/4/2021 0:00,6758,37,7523.5,60.25
1/3/2021 0:00,5318,30,7281.875,64.875
1/2/2021 0:00,15966,114,7039.875,59.875
1/1/2021 0:00,2906,8,6821.125,51
12/31/2020 0:00,5950,31,6317,48.625
12/30/2020 0:00,8681,150,7742.125,64.125
12/29/2020 0:00,4449,29,5746.375,49.875
12/28/2020 0:00,4541,9,5400.125,49.125
12/27/2020 0:00,2725,18,5484.75,54.75
12/26/2020 0:00,16719,154,5240.75,43.125
12/25/2020 0:00,0,0,5264.375,42.75
12/24/2020 0:00,136,2,5469.75,46.25
12/23/2020 0:00,6627,76,5816.125,50.25
12/22/2020 0:00,6729,57,4908.25,37.5
12/21/2020 0:00,4638,26,5547.125,48.75
12/20/2020 0:00,6184,37,6320.75,61.5
12/19/2020 0:00,5496,50,6190.125,55.375
12/18/2020 0:00,9456,52,5982.25,53.75
12/17/2020 0:00,5111,90,6193.75,53.5
12/16/2020 0:00,6325,104,6087.5,53.875
12/15/2020 0:00,5582,27,6280.5,52.5
12/14/2020 0:00,5066,44,5824.875,52
12/13/2020 0:00,6330,24,6138.5,48.5
12/12/2020 0:00,5334,40,5938.375,41
12/11/2020 0:00,7040,39,5837.625,40.125
12/10/2020 0:00,5811,48,5986.875,38.5
12/9/2020 0:00,7620,62,5770,40.75
12/8/2020 0:00,4724,44,5827.625,42.125
12/7/2020 0:00,4776,20,5678.25,43.25
12/6/2020 0:00,6260,31,5440.625,47.75
12/5/2020 0:00,4595,42,4944,43.25
12/4/2020 0:00,5795,51,4709,39.875
12/3/2020 0:00,5845,48,4545.75,41.125
12/2/2020 0:00,3910,84,4137,38.375
12/1/2020 0:00,3647,26,4502.125,41
11/30/2020 0:00,2844,17,3783.5,34.625
11/29/2020 0:00,3470,30,3619.875,36.5
11/28/2020 0:00,2990,9,3617.875,30.75
11/27/2020 0:00,7516,63,3498.125,29.25
11/26/2020 0:00,46,0,3631.25,30.5
11/25/2020 0:00,4536,63,3579.125,29.625
11/24/2020 0:00,3894,38,3750.75,34
11/23/2020 0:00,2689,14,3236.25,31.25
11/22/2020 0:00,3909,27,3695.625,37
11/21/2020 0:00,3053,23,3531.5,33.875
11/20/2020 0:00,4363,44,3408.25,30.75
11/19/2020 0:00,3400,41,3410,34.875
11/18/2020 0:00,3721,46,3322,35.75
11/17/2020 0:00,3223,38,3261.25,35.25
11/16/2020 0:00,2908,13,3116.625,30.625
11/15/2020 0:00,2703,47,3021.125,30.25
11/14/2020 0:00,3205,34,2929,30.375
11/13/2020 0:00,2567,19,2735.375,26.625
11/12/2020 0:00,3206,7,2605.375,25.125
11/11/2020 0:00,2636,38,2572.375,21.875
11/10/2020 0:00,2984,47,2536,22.125
11/9/2020 0:00,1674,8,2581.375,24.375
11/8/2020 0:00,1868,1,2508.5,30.25
11/7/2020 0:00,2439,21,2451.5,34
11/6/2020 0:00,2914,36,2299.875,29.125
11/5/2020 0:00,2930,37,2328.25,28.75
11/4/2020 0:00,2623,54,2416.5,34.375
11/3/2020 0:00,2180,68,2463.125,37.625
11/2/2020 0:00,1771,8,2455.5,37.125
11/1/2020 0:00,1901,5,2368.25,37.375
10/31/2020 0:00,2574,46,2312.25,35.125
10/30/2020 0:00,2812,47,2293.625,28.75
10/29/2020 0:00,2853,32,2283.375,29.375
10/28/2020 0:00,2232,39,2408.875,32.5
10/27/2020 0:00,2175,36,2351.625,30.5
10/26/2020 0:00,2031,17,2301.125,30.5
10/25/2020 0:00,1689,13,2176,32.125
10/24/2020 0:00,2905,30,2097.875,33.375
10/23/2020 0:00,2116,30,2005.375,29.875
10/22/2020 0:00,2408,47,2013.5,28.5
10/21/2020 0:00,1852,45,2050.875,29
10/20/2020 0:00,1607,49,2024.5,30.125
10/19/2020 0:00,1435,8,2075.75,28.5
10/18/2020 0:00,2096,6,2021,26.75
10/17/2020 0:00,1988,17,2012.375,27.375
10/16/2020 0:00,2694,39,1998.375,22.25
10/15/2020 0:00,2526,17,2019.625,21.875
10/14/2020 0:00,1970,33,2033,23.375
10/13/2020 0:00,1783,50,2036.75,24.25
10/12/2020 0:00,1495,8,1998.625,22.875
10/11/2020 0:00,1605,5,1921.75,23.875
10/10/2020 0:00,2203,18,1849.625,24.125
10/9/2020 0:00,2018,24,1927.25,18.25
10/8/2020 0:00,2389,28,1814.375,18
10/7/2020 0:00,1911,25,1865.5,19.75
10/6/2020 0:00,1393,35,1817.25,20.875
10/5/2020 0:00,2404,3,1841.75,22.375
10/4/2020 0:00,592,6,1745.625,25.625
